ID,Name,AnimalType,AgeuponOutcome,Breed,Color,Sex,Neutered,Year,Month,Day,Hour,Minute
5045,No Name,Dog,156,Hybrid,Tan,Male,Neutered,2015,2,3,18,51
5046,Has Name,Cat,312,Hybrid,Black,Male,Neutered,2016,1,18,18,33
5047,No Name,Cat,520,Hybrid,Seal,Female,Intact,2014,5,22,12,11
5048,Has Name,Dog,104,Hybrid,White,Male,Neutered,2014,8,1,11,46
5049,Has Name,Dog,468,Hybrid,White,Female,Neutered,2014,3,19,16,21
5050,Has Name,Cat,4,Hybrid,Black,Male,Intact,2015,8,11,0,0
5051,Has Name,Cat,13,Hybrid,Cream,Female,Neutered,2015,8,3,0,0
5052,No Name,Cat,2,Hybrid,Black,Male,Intact,2014,10,23,18,31
5053,Has Name,Cat,9,Hybrid,Blue,Male,Neutered,2015,7,21,13,57
5054,Has Name,Dog,104,Hybrid,White,Female,Neutered,2013,10,13,17,55
5055,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2015,4,26,11,48
5056,No Name,Cat,104,Hybrid,Black,Female,Unknown,2015,5,11,9,0
5057,Has Name,Cat,520,Hybrid,Brown,Female,Neutered,2013,10,30,15,23
5058,Has Name,Dog,27,Hybrid,Black,Male,Intact,2014,1,3,14,50
5059,No Name,Cat,18,Hybrid,Calico,Female,Neutered,2013,12,1,19,12
5060,No Name,Dog,0,Hybrid,Black,Female,Unknown,2015,7,4,9,57
5061,Has Name,Dog,22,Hybrid,Black,Female,Neutered,2014,12,27,18,28
5062,Has Name,Dog,9,Hybrid,Brown,Male,Neutered,2015,7,2,17,5
5063,Has Name,Cat,52,Hybrid,Orange,Female,Neutered,2014,9,12,13,52
5064,No Name,Cat,1,Hybrid,Black,Female,Intact,2014,5,9,15,28
5065,Has Name,Dog,52,Hybrid,Tan,Male,Neutered,2014,7,5,17,1
5066,Has Name,Dog,36,Hybrid,Black,Male,Neutered,2015,5,23,12,22
5067,Has Name,Cat,104,Hybrid,Tortie,Female,Neutered,2014,10,19,19,19
5068,Has Name,Dog,22,Hybrid,Tan,Male,Neutered,2014,6,4,17,6
5069,Has Name,Dog,156,Hybrid,Tricolor,Male,Neutered,2013,12,15,16,4
5070,No Name,Cat,52,Hybrid,Orange,Female,Intact,2013,10,17,17,59
5071,Has Name,Dog,36,Hybrid,Black,Female,Neutered,2013,10,19,17,43
5072,Has Name,Dog,9,Hybrid,Black,Female,Neutered,2014,11,22,16,39
5073,Has Name,Cat,9,Hybrid,White,Male,Neutered,2014,6,3,14,43
5074,Has Name,Dog,9,Hybrid,Brown,Male,Neutered,2016,1,8,18,45
5075,No Name,Dog,4,Hybrid,Brown,Female,Intact,2014,5,23,16,24
5076,No Name,Cat,22,Hybrid,Black,Male,Intact,2015,1,21,9,0
5077,Has Name,Dog,104,Hybrid,Blue,Male,Neutered,2014,12,31,13,48
5078,Has Name,Cat,312,Hybrid,Torbie,Female,Neutered,2014,7,21,10,41
5079,Has Name,Cat,9,Hybrid,Blue,Female,Neutered,2013,11,11,17,6
5080,Has Name,Dog,45,Hybrid,Black,Female,Neutered,2014,3,12,17,25
5081,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2016,2,21,0,0
5082,No Name,Dog,22,Hybrid,White,Female,Neutered,2015,5,17,16,12
5083,Has Name,Dog,104,Hybrid,White,Male,Neutered,2015,1,22,17,3
5084,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2015,4,11,15,24
5085,Has Name,Dog,156,Hybrid,Black,Female,Neutered,2016,1,12,13,8
5086,Has Name,Dog,9,Hybrid,White,Female,Neutered,2013,12,9,17,50
5087,Has Name,Dog,52,Hybrid,Black,Female,Intact,2015,1,21,17,34
5088,Has Name,Dog,36,Hybrid,White,Male,Neutered,2013,10,13,17,4
5089,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2014,10,23,14,22
5090,No Name,Cat,13,Hybrid,White,Male,Neutered,2013,10,9,13,15
5091,No Name,Cat,3,Hybrid,Black,Male,Intact,2014,5,13,13,22
5092,Has Name,Dog,156,Hybrid,Blue,Male,Neutered,2014,10,11,17,28
5093,No Name,Dog,52,Hybrid,Tan,Female,Neutered,2014,9,8,17,30
5094,Has Name,Cat,9,Hybrid,Blue,Female,Neutered,2015,11,15,18,6
5095,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2015,1,31,16,51
5096,Has Name,Cat,22,Hybrid,Lynx,Male,Neutered,2013,10,31,17,35
5097,Has Name,Dog,49,Hybrid,White,Male,Intact,2014,8,10,13,5
5098,Has Name,Cat,13,Hybrid,Orange,Male,Neutered,2015,1,25,12,2
5099,No Name,Cat,104,Hybrid,Orange,Male,Neutered,2014,1,31,14,39
5100,Has Name,Dog,208,Hybrid,White,Male,Neutered,2014,6,19,15,5
5101,Has Name,Dog,104,Hybrid,Yellow,Male,Neutered,2014,4,14,13,49
5102,Has Name,Dog,312,Hybrid,Tan,Female,Neutered,2015,10,8,17,35
5103,Has Name,Dog,22,Hybrid,White,Male,Neutered,2014,1,29,18,6
5104,Has Name,Dog,208,Hybrid,Brown,Female,Neutered,2015,6,16,17,26
5105,Has Name,Cat,13,Hybrid,Orange,Male,Neutered,2015,8,4,12,3
5106,No Name,Cat,13,Hybrid,Black,Female,Intact,2013,10,8,16,35
5107,Has Name,Cat,4,Hybrid,White,Male,Neutered,2015,9,27,12,36
5108,No Name,Dog,9,Hybrid,Black,Female,Neutered,2014,7,28,11,28
5109,No Name,Cat,9,Hybrid,Lynx,Male,Neutered,2014,9,5,18,21
5110,Has Name,Cat,104,Hybrid,Black,Male,Neutered,2015,3,22,12,25
5111,No Name,Cat,13,Hybrid,Orange,Male,Intact,2015,7,9,9,0
5112,Has Name,Dog,468,Hybrid,Tan,Male,Neutered,2015,1,21,11,23
5113,Has Name,Dog,27,Hybrid,Black,Male,Intact,2015,12,12,12,54
5114,Has Name,Dog,260,Hybrid,Yellow,Female,Neutered,2013,11,5,14,15
5115,Has Name,Dog,624,Hybrid,Tan,Female,Neutered,2014,3,27,13,27
5116,Has Name,Dog,52,Hybrid,White,Male,Neutered,2015,12,13,18,55
5117,No Name,Dog,104,Purebred,Brown,Male,Neutered,2014,5,2,15,15
5118,No Name,Cat,13,Purebred,Blue,Female,Intact,2013,10,27,14,25
5119,Has Name,Cat,13,Hybrid,Orange,Male,Neutered,2015,7,18,16,14
5120,No Name,Cat,1,Hybrid,White,Female,Unknown,2015,8,29,18,33
5121,Has Name,Dog,9,Hybrid,Black,Male,Intact,2015,2,9,17,26
5122,No Name,Cat,3,Hybrid,Blue,Female,Intact,2014,5,30,14,37
5123,Has Name,Dog,52,Hybrid,White,Female,Neutered,2014,8,17,18,32
5124,No Name,Dog,104,Purebred,Sable,Female,Neutered,2015,1,21,19,4
5125,No Name,Dog,52,Hybrid,Tan,Male,Neutered,2015,2,18,15,51
5126,Has Name,Dog,208,Hybrid,Brown,Male,Neutered,2014,10,28,13,55
5127,Has Name,Cat,9,Hybrid,Black,Female,Neutered,2013,10,12,16,30
5128,Has Name,Dog,104,Hybrid,Red,Female,Neutered,2014,11,14,16,10
5129,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2015,7,30,18,59
5130,Has Name,Dog,9,Hybrid,Black,Female,Neutered,2014,9,15,11,15
5131,Has Name,Cat,9,Hybrid,Orange,Male,Neutered,2014,7,8,15,23
5132,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2015,5,10,16,29
5133,Has Name,Dog,104,Hybrid,Buff,Male,Neutered,2014,12,7,18,9
5134,No Name,Cat,0,Hybrid,Brown,Female,Unknown,2014,5,13,13,18
5135,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2014,6,22,17,38
5136,No Name,Dog,9,Hybrid,White,Female,Neutered,2014,9,18,17,41
5137,Has Name,Dog,52,Hybrid,White,Female,Neutered,2015,8,6,12,48
5138,Has Name,Dog,52,Hybrid,Brown,Female,Intact,2015,10,13,11,39
5139,No Name,Cat,2,Hybrid,Torbie,Female,Intact,2014,5,20,11,14
5140,Has Name,Dog,416,Hybrid,Black,Female,Neutered,2014,9,14,15,46
5141,Has Name,Dog,728,Purebred,Brown,Female,Intact,2015,2,12,12,16
5142,Has Name,Cat,572,Hybrid,Brown,Female,Neutered,2015,3,1,11,5
5143,Has Name,Cat,13,Hybrid,Black,Male,Neutered,2014,8,17,17,11
5144,Has Name,Dog,18,Hybrid,Fawn,Male,Intact,2015,6,12,15,28
5145,No Name,Cat,9,Hybrid,Black,Male,Neutered,2015,6,22,16,9
5146,No Name,Cat,9,Hybrid,Seal,Male,Neutered,2014,7,12,20,25
5147,Has Name,Dog,52,Purebred,Brown,Male,Intact,2014,7,10,16,2
5148,No Name,Cat,260,Hybrid,Black,Female,Neutered,2014,6,12,19,11
5149,No Name,Dog,4,Hybrid,Black,Male,Intact,2013,11,19,18,59
5150,No Name,Cat,3,Hybrid,Orange,Male,Intact,2014,10,9,13,10
5151,No Name,Dog,104,Hybrid,White,Female,Neutered,2014,8,6,11,39
5152,Has Name,Dog,104,Hybrid,Tricolor,Male,Neutered,2014,11,4,15,2
5153,Has Name,Cat,884,Hybrid,Brown,Female,Neutered,2015,4,11,11,20
5154,Has Name,Dog,104,Hybrid,White,Male,Neutered,2015,10,7,15,9
5155,Has Name,Cat,520,Hybrid,Orange,Female,Neutered,2013,10,13,13,1
5156,Has Name,Dog,260,Hybrid,Cream,Male,Neutered,2015,4,12,15,24
5157,Has Name,Cat,18,Hybrid,Black,Male,Neutered,2014,12,18,13,35
5158,Has Name,Cat,9,Hybrid,Orange,Male,Neutered,2013,10,19,18,22
5159,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2014,8,2,16,27
5160,No Name,Dog,52,Hybrid,Tan,Male,Neutered,2016,1,28,18,33
5161,Has Name,Cat,780,Hybrid,Brown,Female,Neutered,2014,11,7,15,51
5162,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2015,8,1,12,38
5163,Has Name,Dog,52,Hybrid,Chocolate,Female,Neutered,2015,4,24,14,30
5164,Has Name,Dog,22,Hybrid,Tan,Female,Neutered,2015,2,13,13,14
5165,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2014,4,26,14,37
5166,Has Name,Dog,27,Purebred,Blue,Female,Intact,2014,7,10,19,48
5167,Has Name,Cat,52,Hybrid,Tortie,Female,Neutered,2015,11,17,0,0
5168,Has Name,Dog,104,Hybrid,Blue,Male,Intact,2014,8,14,17,49
5169,Has Name,Cat,312,Hybrid,Brown,Male,Neutered,2013,11,4,12,12
5170,No Name,Cat,0,Hybrid,Black,Female,Unknown,2015,8,30,16,26
5171,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2014,12,17,18,10
5172,No Name,Cat,31,Hybrid,Brown,Female,Intact,2014,11,20,13,13
5173,Has Name,Dog,13,Hybrid,Black,Male,Neutered,2014,11,15,17,56
5174,Has Name,Dog,260,Hybrid,White,Female,Neutered,2014,11,17,18,50
5175,Has Name,Dog,104,Hybrid,White,Male,Neutered,2015,7,13,18,38
5176,No Name,Dog,22,Hybrid,Tan,Male,Neutered,2015,11,9,17,47
5177,Has Name,Dog,208,Hybrid,Red,Male,Neutered,2014,5,26,16,32
5178,Has Name,Dog,13,Purebred,Black,Female,Intact,2015,6,13,14,47
5179,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2014,4,16,15,21
5180,Has Name,Dog,52,Hybrid,White,Female,Neutered,2014,10,7,16,23
5181,Has Name,Cat,520,Hybrid,Brown,Male,Neutered,2013,10,11,13,18
5182,No Name,Cat,4,Hybrid,Black,Female,Intact,2014,8,13,11,35
5183,Has Name,Cat,260,Hybrid,Blue,Female,Neutered,2014,7,14,15,6
5184,Has Name,Cat,520,Purebred,Orange,Female,Intact,2014,10,8,11,39
5185,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2014,9,17,18,54
5186,Has Name,Dog,52,Hybrid,White,Female,Neutered,2016,1,29,18,20
5187,No Name,Dog,9,Hybrid,Cream,Female,Intact,2013,12,28,14,7
5188,Has Name,Dog,13,Hybrid,Chocolate,Male,Neutered,2014,7,29,17,57
5189,Has Name,Dog,45,Hybrid,White,Male,Neutered,2015,10,19,18,0
5190,Has Name,Cat,18,Hybrid,Blue,Female,Neutered,2014,9,1,17,55
5191,Has Name,Dog,260,Hybrid,White,Male,Neutered,2014,11,22,16,16
5192,Has Name,Cat,9,Hybrid,Seal,Female,Neutered,2014,7,12,17,2
5193,Has Name,Dog,104,Hybrid,Tan,Female,Intact,2016,1,25,0,0
5194,No Name,Dog,36,Hybrid,White,Female,Intact,2015,9,19,13,1
5195,No Name,Dog,104,Hybrid,Brown,Female,Intact,2015,2,15,11,56
5196,Has Name,Dog,22,Hybrid,Black,Female,Neutered,2014,9,15,16,55
5197,No Name,Cat,9,Hybrid,Black,Female,Intact,2014,9,25,17,33
5198,No Name,Cat,2,Hybrid,Brown,Male,Intact,2015,7,9,20,25
5199,Has Name,Cat,9,Hybrid,Black,Male,Intact,2015,10,30,15,33
5200,No Name,Cat,9,Hybrid,Black,Male,Neutered,2014,7,12,12,29
5201,Has Name,Cat,9,Hybrid,Blue,Female,Intact,2013,11,30,17,27
5202,Has Name,Dog,22,Hybrid,Tan,Female,Neutered,2014,12,8,13,54
5203,Has Name,Cat,312,Hybrid,White,Female,Neutered,2014,11,15,16,4
5204,No Name,Dog,4,Hybrid,Sable,Female,Intact,2015,7,19,14,29
5205,No Name,Cat,31,Hybrid,White,Female,Unknown,2014,3,4,14,2
5206,Has Name,Dog,52,Hybrid,White,Female,Intact,2015,11,5,0,0
5207,Has Name,Cat,49,Hybrid,Cream,Male,Neutered,2014,3,15,12,55
5208,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2014,3,16,18,5
5209,Has Name,Dog,22,Hybrid,Brown,Male,Neutered,2015,5,17,17,52
5210,Has Name,Cat,13,Hybrid,Torbie,Female,Neutered,2014,8,30,17,42
5211,Has Name,Dog,312,Hybrid,Brown,Female,Neutered,2014,6,1,11,11
5212,Has Name,Dog,156,Hybrid,Black,Male,Neutered,2015,6,18,15,2
5213,No Name,Cat,2,Hybrid,Blue,Female,Unknown,2015,4,28,16,45
5214,Has Name,Dog,156,Hybrid,Tan,Male,Neutered,2014,9,30,15,54
5215,Has Name,Dog,52,Hybrid,Apricot,Male,Neutered,2013,11,11,18,25
5216,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2015,6,5,11,32
5217,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2014,7,12,20,46
5218,Has Name,Cat,312,Hybrid,Black,Female,Neutered,2014,10,10,15,23
5219,Has Name,Dog,31,Hybrid,Black,Male,Neutered,2014,5,6,18,25
5220,No Name,Cat,624,Hybrid,Lynx,Female,Intact,2014,11,3,12,4
5221,Has Name,Cat,27,Hybrid,Blue,Female,Neutered,2014,9,1,14,11
5222,Has Name,Cat,13,Hybrid,Brown,Female,Neutered,2013,12,3,17,57
5223,Has Name,Dog,18,Hybrid,Tricolor,Male,Neutered,2015,2,14,17,29
5224,Has Name,Dog,208,Hybrid,Tricolor,Female,Neutered,2014,7,31,18,0
5225,Has Name,Cat,520,Hybrid,Black,Female,Neutered,2015,11,14,17,33
5226,Has Name,Cat,18,Purebred,Flame,Male,Neutered,2014,6,28,18,42
5227,Has Name,Dog,260,Hybrid,Cream,Female,Neutered,2015,10,1,18,54
5228,Has Name,Dog,49,Hybrid,Blue,Female,Neutered,2015,8,24,17,4
5229,No Name,Cat,45,Hybrid,Cream,Female,Unknown,2015,5,1,9,0
5230,Has Name,Dog,156,Hybrid,Black,Male,Neutered,2014,10,5,17,51
5231,Has Name,Dog,104,Hybrid,White,Female,Neutered,2015,6,30,14,38
5232,Has Name,Dog,36,Hybrid,Tan,Male,Neutered,2014,12,31,9,31
5233,Has Name,Dog,52,Hybrid,White,Female,Neutered,2014,11,9,16,48
5234,No Name,Dog,52,Hybrid,Tricolor,Female,Neutered,2015,6,7,12,14
5235,No Name,Dog,13,Hybrid,Black,Male,Neutered,2014,10,19,17,5
5236,Has Name,Dog,208,Hybrid,Red,Male,Neutered,2014,6,7,18,38
5237,Has Name,Dog,260,Purebred,Black,Male,Neutered,2014,4,2,17,14
5238,Has Name,Dog,208,Hybrid,Black,Male,Neutered,2013,11,21,13,48
5239,Has Name,Dog,52,Hybrid,White,Male,Neutered,2014,12,23,15,13
5240,Has Name,Cat,13,Hybrid,Orange,Male,Neutered,2015,7,18,17,11
5241,No Name,Cat,18,Hybrid,Black,Male,Neutered,2014,7,12,12,14
5242,Has Name,Dog,260,Hybrid,Blue,Male,Neutered,2015,5,28,8,4
5243,No Name,Cat,1,Hybrid,Brown,Male,Intact,2015,9,29,19,1
5244,No Name,Dog,31,Hybrid,Red,Female,Neutered,2014,9,1,15,31
5245,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2015,5,30,12,40
5246,No Name,Cat,4,Hybrid,Blue,Female,Intact,2015,6,26,12,7
5247,No Name,Dog,22,Hybrid,Tan,Male,Intact,2015,6,26,17,26
5248,Has Name,Dog,104,Hybrid,Black,Male,Intact,2014,2,18,16,37
5249,Has Name,Dog,260,Purebred,Blue,Male,Neutered,2014,1,1,15,17
5250,Has Name,Cat,13,Hybrid,Black,Female,Neutered,2015,8,8,10,54
5251,Has Name,Dog,416,Hybrid,Brown,Male,Neutered,2015,3,19,15,28
5252,Has Name,Dog,104,Hybrid,White,Female,Neutered,2014,4,24,18,53
5253,Has Name,Dog,104,Hybrid,Black,Female,Neutered,2015,8,26,17,28
5254,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2014,7,12,12,4
5255,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2014,7,20,17,40
5256,Has Name,Cat,18,Hybrid,Black,Female,Neutered,2013,11,16,16,15
5257,Has Name,Cat,18,Hybrid,Blue,Female,Neutered,2015,8,2,13,39
5258,Has Name,Dog,104,Hybrid,Tan,Male,Intact,2013,12,22,14,1
5259,Has Name,Dog,364,Hybrid,Black,Male,Neutered,2015,3,17,11,42
5260,Has Name,Dog,104,Hybrid,White,Female,Neutered,2015,8,21,17,21
5261,Has Name,Cat,52,Hybrid,Brown,Female,Neutered,2014,2,12,17,46
5262,No Name,Cat,52,Hybrid,Blue,Male,Intact,2015,1,26,9,0
5263,Has Name,Dog,31,Hybrid,Brown,Male,Neutered,2014,4,24,16,21
5264,Has Name,Cat,22,Hybrid,Orange,Female,Intact,2013,10,10,16,53
5265,Has Name,Dog,104,Hybrid,Yellow,Female,Neutered,2015,9,7,11,12
5266,Has Name,Cat,13,Hybrid,Black,Male,Neutered,2015,10,21,11,16
5267,Has Name,Dog,52,Hybrid,Blue,Male,Neutered,2014,6,14,17,12
5268,No Name,Dog,13,Hybrid,Tan,Male,Neutered,2015,3,2,17,19
5269,Has Name,Dog,208,Hybrid,White,Female,Neutered,2015,8,18,12,35
5270,Has Name,Dog,104,Hybrid,Black,Female,Neutered,2013,12,21,11,39
5271,Has Name,Dog,312,Hybrid,Black,Male,Neutered,2014,10,22,16,34
5272,Has Name,Cat,156,Hybrid,Orange,Male,Neutered,2013,10,27,14,45
5273,Has Name,Dog,52,Hybrid,White,Male,Neutered,2014,2,24,16,59
5274,No Name,Cat,260,Hybrid,Orange,Female,Neutered,2015,2,9,9,0
5275,Has Name,Dog,27,Hybrid,Black,Male,Intact,2015,11,19,17,33
5276,Has Name,Dog,104,Hybrid,White,Female,Intact,2015,1,8,12,57
5277,No Name,Cat,9,Hybrid,Cream,Female,Neutered,2014,6,19,8,59
5278,Has Name,Dog,104,Hybrid,Tan,Female,Neutered,2013,12,28,18,54
5279,No Name,Cat,3,Hybrid,Black,Male,Intact,2014,8,29,12,3
5280,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2014,2,16,18,8
5281,Has Name,Cat,27,Hybrid,Chocolate,Female,Neutered,2014,3,2,12,49
5282,Has Name,Cat,13,Hybrid,Blue,Male,Neutered,2015,3,22,14,49
5283,Has Name,Dog,13,Hybrid,Black,Male,Neutered,2013,10,2,8,31
5284,Has Name,Dog,52,Hybrid,Black,Female,Intact,2015,7,28,13,54
5285,No Name,Dog,156,Hybrid,Black,Male,Intact,2015,5,15,13,38
5286,Has Name,Cat,9,Hybrid,Black,Female,Neutered,2015,9,23,18,46
5287,Has Name,Cat,31,Hybrid,Brown,Female,Neutered,2015,9,3,8,32
5288,No Name,Dog,104,Purebred,Brown,Male,Neutered,2014,2,20,17,16
5289,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2015,10,31,13,23
5290,No Name,Cat,52,Hybrid,Calico,Female,Intact,2015,3,24,9,0
5291,No Name,Cat,52,Hybrid,Blue,Female,Intact,2014,6,21,9,0
5292,Has Name,Cat,4,Hybrid,Blue,Male,Intact,2014,11,14,9,12
5293,No Name,Cat,52,Hybrid,White,Female,Intact,2014,10,23,9,0
5294,Has Name,Cat,18,Hybrid,Lynx,Male,Neutered,2015,5,7,17,19
5295,Has Name,Cat,36,Hybrid,Cream,Male,Neutered,2013,12,16,17,32
5296,Has Name,Cat,9,Hybrid,White,Male,Neutered,2013,12,13,17,11
5297,No Name,Cat,9,Hybrid,Blue,Male,Neutered,2015,7,18,16,22
5298,Has Name,Dog,104,Purebred,Tan,Female,Intact,2013,10,10,11,42
5299,No Name,Dog,36,Purebred,Black,Male,Neutered,2014,9,29,18,15
5300,No Name,Cat,18,Hybrid,Brown,Male,Intact,2015,9,1,9,0
5301,Has Name,Dog,40,Hybrid,White,Male,Neutered,2015,3,12,17,9
5302,Has Name,Dog,9,Hybrid,Chocolate,Male,Neutered,2016,2,2,21,19
5303,Has Name,Dog,27,Hybrid,Black,Male,Intact,2015,12,6,14,6
5304,No Name,Dog,156,Hybrid,Red,Male,Intact,2014,6,9,11,5
5305,Has Name,Dog,104,Hybrid,Yellow,Female,Neutered,2015,11,22,15,24
5306,Has Name,Dog,416,Hybrid,Brown,Female,Neutered,2013,10,13,15,58
5307,Has Name,Dog,156,Hybrid,Tan,Female,Neutered,2016,2,9,15,54
5308,No Name,Cat,104,Hybrid,Torbie,Female,Unknown,2015,9,2,9,0
5309,Has Name,Dog,9,Hybrid,White,Female,Neutered,2013,12,9,19,43
5310,Has Name,Cat,1,Hybrid,Blue,Female,Unknown,2015,5,26,14,26
5311,Has Name,Cat,13,Hybrid,Brown,Male,Neutered,2014,6,26,8,59
5312,No Name,Cat,1,Hybrid,Tortie,Female,Intact,2015,6,5,17,54
5313,No Name,Cat,156,Hybrid,White,Male,Neutered,2014,1,27,16,25
5314,Has Name,Dog,208,Hybrid,Black,Female,Neutered,2015,11,23,17,42
5315,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2014,4,13,12,16
5316,Has Name,Dog,104,Hybrid,Tricolor,Female,Neutered,2014,8,27,17,55
5317,Has Name,Dog,36,Hybrid,Blue,Male,Neutered,2016,1,12,21,20
5318,Has Name,Cat,13,Hybrid,White,Male,Neutered,2015,12,2,12,41
5319,Has Name,Dog,104,Hybrid,Cream,Female,Neutered,2015,2,14,18,16
5320,Has Name,Dog,104,Hybrid,Buff,Male,Neutered,2014,3,5,16,47
5321,Has Name,Cat,52,Hybrid,Blue,Female,Neutered,2014,8,28,17,9
5322,Has Name,Dog,52,Hybrid,White,Female,Intact,2013,11,30,11,57
5323,Has Name,Cat,9,Hybrid,Tortie,Female,Neutered,2015,7,2,0,0
5324,Has Name,Dog,52,Hybrid,Tan,Male,Neutered,2014,4,22,8,33
5325,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2015,7,8,17,46
5326,No Name,Cat,0,Hybrid,Lynx,Male,Intact,2014,7,4,18,33
5327,No Name,Dog,520,Hybrid,White,Male,Intact,2015,9,20,16,1
5328,Has Name,Cat,52,Hybrid,Orange,Female,Neutered,2015,3,3,16,43
5329,Has Name,Cat,52,Hybrid,Brown,Male,Neutered,2014,2,12,10,36
5330,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2015,7,5,19,8
5331,Has Name,Dog,156,Hybrid,White,Male,Neutered,2014,9,24,18,59
5332,No Name,Cat,52,Hybrid,Black,Male,Intact,2015,10,21,9,0
5333,Has Name,Dog,104,Hybrid,Tricolor,Female,Neutered,2014,5,19,17,13
5334,No Name,Cat,156,Hybrid,Black,Male,Intact,2016,1,19,14,33
5335,No Name,Dog,312,Hybrid,White,Male,Neutered,2014,1,16,17,2
5336,Has Name,Cat,13,Hybrid,Brown,Male,Neutered,2013,11,9,17,11
5337,Has Name,Dog,208,Hybrid,Red,Female,Neutered,2015,2,8,17,49
5338,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2014,1,10,14,7
5339,Has Name,Cat,18,Hybrid,Calico,Female,Neutered,2014,9,12,18,8
5340,Has Name,Cat,36,Hybrid,Black,Male,Neutered,2014,1,14,16,13
5341,Has Name,Dog,104,Hybrid,Tan,Female,Neutered,2015,10,18,17,31
5342,No Name,Dog,22,Hybrid,Brown,Female,Intact,2014,11,9,17,30
5343,Has Name,Dog,18,Hybrid,White,Male,Neutered,2014,8,11,17,43
5344,Has Name,Cat,208,Hybrid,Brown,Female,Neutered,2015,5,17,18,42
5345,Has Name,Dog,416,Hybrid,Brown,Male,Neutered,2014,9,21,10,31
5346,Has Name,Dog,27,Hybrid,Black,Male,Neutered,2014,11,3,13,50
5347,No Name,Dog,9,Hybrid,Red,Male,Neutered,2015,9,20,17,44
5348,Has Name,Dog,156,Hybrid,Red,Male,Neutered,2013,10,1,18,27
5349,Has Name,Dog,52,Hybrid,Fawn,Female,Neutered,2015,6,6,12,5
5350,No Name,Cat,27,Hybrid,Gray,Female,Intact,2014,12,23,15,37
5351,Has Name,Dog,156,Hybrid,Chocolate,Male,Neutered,2014,11,1,11,48
5352,Has Name,Cat,4,Purebred,Seal,Female,Intact,2014,6,8,11,38
5353,Has Name,Dog,49,Hybrid,Black,Male,Intact,2014,11,21,11,20
5354,Has Name,Dog,22,Hybrid,Black,Female,Intact,2013,12,27,16,55
5355,Has Name,Dog,416,Purebred,White,Male,Neutered,2013,12,28,12,5
5356,No Name,Dog,27,Hybrid,Chocolate,Male,Neutered,2014,10,11,19,0
5357,Has Name,Dog,104,Hybrid,Blue,Male,Neutered,2014,12,13,18,46
5358,No Name,Cat,104,Hybrid,Brown,Male,Intact,2015,5,25,15,26
5359,Has Name,Dog,104,Hybrid,White,Female,Neutered,2014,9,17,16,52
5360,Has Name,Dog,104,Hybrid,Tricolor,Male,Neutered,2016,1,18,12,14
5361,Has Name,Cat,9,Hybrid,Orange,Male,Neutered,2014,9,28,13,46
5362,Has Name,Cat,9,Hybrid,Blue,Male,Neutered,2016,1,24,18,0
5363,Has Name,Dog,18,Purebred,White,Female,Neutered,2014,9,16,17,4
5364,Has Name,Dog,52,Hybrid,Tan,Male,Neutered,2015,12,6,14,9
5365,No Name,Cat,104,Hybrid,Black,Female,Intact,2015,6,13,9,0
5366,No Name,Cat,9,Hybrid,Orange,Female,Unknown,2016,1,17,18,1
5367,Has Name,Cat,9,Hybrid,Tortie,Female,Neutered,2015,7,18,19,0
5368,Has Name,Cat,27,Hybrid,Brown,Male,Neutered,2014,4,22,16,52
5369,No Name,Dog,31,Hybrid,White,Male,Intact,2014,5,16,17,19
5370,Has Name,Dog,52,Purebred,Black,Female,Neutered,2014,1,16,17,35
5371,No Name,Cat,260,Hybrid,Flame,Female,Intact,2014,7,18,9,0
5372,No Name,Dog,1,Purebred,Black,Male,Intact,2015,6,19,13,45
5373,Has Name,Dog,4,Hybrid,White,Male,Neutered,2014,8,13,17,10
5374,No Name,Cat,4,Hybrid,Black,Female,Intact,2014,7,30,7,50
5375,No Name,Dog,260,Hybrid,Tricolor,Female,Neutered,2014,1,10,17,6
5376,No Name,Cat,0,Hybrid,Orange,Male,Intact,2014,4,29,13,38
