AnimalID,Name,OutcomeType,AnimalType,AgeuponOutcome,Breed,Color,Sex,Neutered,Year,Month,Day,Hour,Minute
A696883,Has Name,Return_to_owner,Dog,728,Hybrid,Buff,Female,Neutered,2015,2,14,17,51
A696094,No Name,Transfer,Cat,22,Hybrid,Orange,Male,Intact,2015,1,30,9,0
A675074,Has Name,Transfer,Dog,13,Hybrid,Black,Female,Intact,2014,3,26,12,39
A685231,Has Name,Adoption,Dog,52,Hybrid,Black,Female,Neutered,2014,8,11,18,55
A661042,Has Name,Transfer,Dog,45,Hybrid,Black,Male,Neutered,2014,5,5,15,17
A703402,Has Name,Adoption,Cat,9,Hybrid,Orange,Male,Intact,2015,6,27,19,5
A640955,Has Name,Transfer,Dog,728,Hybrid,Brown,Female,Neutered,2013,10,30,16,32
A683016,No Name,Euthanasia,Cat,4,Hybrid,White,Male,Intact,2014,7,5,23,20
A712668,Has Name,Return_to_owner,Cat,260,Hybrid,Black,Male,Neutered,2015,10,1,14,14
A709294,Has Name,Return_to_owner,Dog,156,Hybrid,Red,Female,Intact,2015,8,7,13,57
A681411,Has Name,Adoption,Cat,13,Purebred,Brown,Female,Neutered,2014,6,18,18,21
A695932,Has Name,Return_to_owner,Dog,208,Hybrid,Brown,Female,Neutered,2015,1,27,17,54
A709461,Has Name,Adoption,Dog,52,Hybrid,Brown,Female,Neutered,2015,9,27,15,11
A699048,Has Name,Adoption,Dog,104,Hybrid,Brown,Female,Neutered,2015,4,27,18,11
A719643,Has Name,Return_to_owner,Dog,104,Hybrid,Brown,Male,Neutered,2016,2,4,18,43
A681381,Has Name,Adoption,Cat,9,Hybrid,Blue,Male,Intact,2014,7,13,10,30
A664497,No Name,Transfer,Dog,104,Hybrid,Tricolor,Female,Intact,2013,10,15,15,4
A677882,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Female,Intact,2014,5,3,12,34
A677247,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Male,Neutered,2014,4,30,16,55
A562220,Has Name,Euthanasia,Dog,260,Hybrid,Tan,Male,Neutered,2014,6,26,14,9
A430366,Has Name,Return_to_owner,Dog,468,Hybrid,Black,Male,Neutered,2015,6,23,11,52
A709472,Has Name,Adoption,Dog,52,Hybrid,White,Male,Neutered,2015,8,13,18,9
A696162,Has Name,Adoption,Dog,52,Hybrid,Black,Male,Neutered,2015,2,3,17,1
A705451,No Name,Transfer,Cat,2,Hybrid,Brown,Female,Unknown,2015,6,17,15,22
A695598,Has Name,Return_to_owner,Dog,312,Hybrid,White,Female,Intact,2015,1,20,16,49
A716859,Has Name,Adoption,Cat,36,Hybrid,Brown,Female,Neutered,2015,12,28,18,2
A719644,Has Name,Adoption,Dog,52,Hybrid,White,Male,Neutered,2016,1,29,17,13
A669765,Has Name,Adoption,Dog,13,Hybrid,Tricolor,Female,Neutered,2014,1,23,18,5
A692596,No Name,Transfer,Cat,18,Hybrid,Tortie,Female,Intact,2014,11,24,9,0
A700767,Has Name,Return_to_owner,Dog,208,Hybrid,Brown,Male,Neutered,2015,4,20,15,7
A706061,Has Name,Adoption,Cat,13,Hybrid,Tortie,Female,Neutered,2015,7,18,15,34
A689009,Has Name,Transfer,Dog,40,Hybrid,Brown,Male,Intact,2014,12,27,11,12
A708279,No Name,Transfer,Cat,13,Hybrid,Orange,Male,Intact,2015,7,26,9,0
A689858,Has Name,Transfer,Dog,52,Hybrid,Blue,Male,Neutered,2014,11,23,11,31
A552796,Has Name,Adoption,Dog,416,Hybrid,Black,Male,Neutered,2015,12,6,16,28
A700429,Has Name,Transfer,Dog,104,Purebred,Brown,Female,Intact,2015,4,27,18,0
A680802,Has Name,Transfer,Cat,9,Hybrid,Brown,Male,Neutered,2014,6,16,13,54
A698781,Has Name,Euthanasia,Dog,156,Hybrid,Tan,Female,Neutered,2015,3,23,13,15
A609632,Has Name,Return_to_owner,Dog,468,Hybrid,Black,Female,Intact,2015,3,23,18,5
A672013,No Name,Transfer,Cat,104,Hybrid,White,Female,Unknown,2014,2,4,14,1
A701511,No Name,Adoption,Cat,4,Hybrid,Blue,Male,Neutered,2015,6,7,19,4
A670092,No Name,Euthanasia,Dog,260,Hybrid,Tan,Female,Intact,2014,1,2,17,53
A703662,Has Name,Return_to_owner,Dog,52,Hybrid,Blue,Female,Neutered,2015,6,29,11,13
A696569,Has Name,Return_to_owner,Dog,468,Purebred,White,Male,Neutered,2015,2,8,12,21
A696510,Has Name,Adoption,Dog,104,Hybrid,Brown,Female,Neutered,2015,2,7,12,16
A703764,Has Name,Return_to_owner,Dog,52,Hybrid,Black,Female,Intact,2015,5,30,17,0
A712921,Has Name,Transfer,Dog,27,Hybrid,Black,Female,Neutered,2015,10,8,16,26
A651818,Has Name,Return_to_owner,Dog,156,Hybrid,White,Female,Neutered,2015,4,14,16,17
A698810,Has Name,Adoption,Cat,52,Hybrid,Blue,Female,Neutered,2015,4,11,14,50
A692078,Has Name,Adoption,Cat,676,Hybrid,Black,Male,Neutered,2015,1,5,18,11
A667136,No Name,Return_to_owner,Cat,52,Hybrid,Brown,Female,Neutered,2013,11,13,13,26
A711486,Has Name,Euthanasia,Cat,468,Hybrid,Black,Male,Neutered,2015,10,26,14,33
A708974,No Name,Transfer,Cat,2,Hybrid,Black,Male,Intact,2015,8,19,14,26
A697762,Has Name,Transfer,Dog,52,Hybrid,Tan,Female,Neutered,2015,11,9,0,0
A628086,Has Name,Return_to_owner,Dog,260,Hybrid,Black,Female,Neutered,2014,9,14,15,25
A673209,No Name,Transfer,Cat,45,Hybrid,Tortie,Female,Intact,2014,2,21,13,32
A709204,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Male,Neutered,2015,8,10,12,6
A663511,Has Name,Adoption,Dog,104,Hybrid,Brown,Male,Neutered,2013,10,12,12,58
A720058,Has Name,Return_to_owner,Cat,468,Hybrid,White,Male,Neutered,2016,2,11,11,34
A702578,Has Name,Return_to_owner,Dog,416,Hybrid,Black,Male,Neutered,2015,5,17,18,10
A678116,No Name,Transfer,Cat,4,Hybrid,Tortie,Female,Intact,2014,5,4,13,47
A590330,Has Name,Return_to_owner,Dog,468,Hybrid,Black,Female,Neutered,2014,3,24,12,14
A666413,Has Name,Adoption,Dog,104,Hybrid,Tan,Female,Neutered,2013,11,20,14,46
A705218,No Name,Transfer,Cat,4,Hybrid,Calico,Female,Intact,2015,6,15,13,57
A684351,Has Name,Adoption,Dog,104,Hybrid,Tricolor,Male,Neutered,2014,8,28,15,32
A685690,Has Name,Adoption,Dog,52,Hybrid,White,Male,Neutered,2014,8,20,19,5
A710925,No Name,Transfer,Cat,0,Hybrid,Gray,Female,Unknown,2015,8,30,16,26
A673809,No Name,Transfer,Dog,18,Hybrid,White,Female,Neutered,2014,3,7,11,4
A690169,Has Name,Adoption,Dog,156,Hybrid,Black,Male,Neutered,2014,10,24,17,8
A690287,Has Name,Transfer,Cat,520,Purebred,Chocolate,Female,Intact,2014,10,23,12,42
A697496,No Name,Died,Cat,52,Hybrid,Black,Male,Intact,2015,3,1,14,28
A694564,Has Name,Transfer,Cat,104,Hybrid,White,Female,Intact,2015,1,2,14,9
A578954,Has Name,Transfer,Dog,260,Hybrid,White,Male,Neutered,2015,4,21,11,25
A687101,Has Name,Adoption,Cat,468,Hybrid,Brown,Female,Neutered,2015,1,13,8,23
A705051,Has Name,Return_to_owner,Dog,468,Hybrid,Chocolate,Female,Neutered,2015,6,12,16,5
A682598,No Name,Adoption,Cat,18,Hybrid,Calico,Female,Neutered,2014,7,12,15,55
A676961,No Name,Transfer,Cat,3,Hybrid,Blue,Male,Intact,2014,4,17,17,39
A693775,No Name,Died,Cat,13,Hybrid,Brown,Male,Intact,2015,1,11,13,56
A665914,No Name,Transfer,Cat,52,Hybrid,Calico,Female,Intact,2013,10,26,15,46
A668286,Has Name,Transfer,Cat,4,Hybrid,White,Female,Intact,2013,12,11,13,37
A718202,Has Name,Return_to_owner,Dog,728,Hybrid,Tan,Female,Neutered,2015,12,24,11,54
A685048,No Name,Transfer,Cat,13,Hybrid,Black,Male,Intact,2014,8,2,9,0
A695719,No Name,Transfer,Cat,52,Hybrid,Black,Female,Unknown,2015,1,22,9,0
A679025,Has Name,Return_to_owner,Dog,312,Hybrid,Yellow,Male,Neutered,2014,5,16,11,18
A702269,No Name,Transfer,Cat,1,Hybrid,Brown,Female,Unknown,2015,5,11,17,26
A717469,Has Name,Transfer,Dog,9,Hybrid,Tricolor,Female,Intact,2015,12,12,14,2
A664714,Has Name,Euthanasia,Dog,208,Hybrid,Blue,Male,Intact,2013,10,25,17,28
A662512,Has Name,Adoption,Dog,13,Hybrid,Black,Female,Neutered,2013,11,21,15,44
A677995,No Name,Transfer,Cat,208,Hybrid,Blue,Male,Intact,2014,5,4,13,13
A667930,Has Name,Transfer,Dog,4,Hybrid,Tan,Female,Intact,2013,11,27,11,59
A699319,Has Name,Adoption,Cat,9,Hybrid,Brown,Male,Neutered,2015,5,3,12,1
A715362,No Name,Transfer,Cat,18,Hybrid,Brown,Female,Intact,2015,11,5,9,0
A694759,Has Name,Transfer,Dog,104,Hybrid,Brown,Female,Neutered,2015,3,6,18,9
A713953,Has Name,Transfer,Cat,22,Hybrid,Orange,Male,Neutered,2015,11,29,14,2
A691306,Has Name,Euthanasia,Dog,208,Hybrid,Black,Male,Neutered,2014,11,12,17,54
A705208,No Name,Euthanasia,Cat,4,Hybrid,Black,Female,Unknown,2015,6,14,17,3
A696100,Has Name,Adoption,Dog,260,Hybrid,Chocolate,Male,Neutered,2015,2,4,18,28
A697480,Has Name,Adoption,Dog,22,Hybrid,Brown,Female,Neutered,2015,3,1,17,36
A710771,Has Name,Return_to_owner,Dog,312,Hybrid,Brown,Female,Neutered,2015,8,28,17,23
A690100,Has Name,Adoption,Cat,13,Hybrid,Brown,Female,Neutered,2014,12,27,15,43
A664754,No Name,Adoption,Cat,22,Hybrid,Black,Male,Neutered,2013,10,13,18,3
A692985,Has Name,Return_to_owner,Dog,520,Hybrid,White,Female,Neutered,2014,11,30,11,37
A711742,Has Name,Return_to_owner,Dog,208,Hybrid,Black,Male,Intact,2015,9,15,10,52
A706348,No Name,Adoption,Cat,18,Hybrid,Brown,Female,Neutered,2015,7,1,16,46
A696738,Has Name,Adoption,Dog,36,Hybrid,Blue,Male,Neutered,2015,6,21,13,0
A641215,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Female,Neutered,2013,10,15,17,34
A702187,Has Name,Transfer,Dog,208,Hybrid,Tan,Male,Neutered,2015,7,15,15,25
A668629,Has Name,Adoption,Dog,312,Hybrid,Chocolate,Female,Neutered,2013,12,13,12,45
A712030,No Name,Transfer,Cat,3,Hybrid,Brown,Male,Intact,2015,9,16,10,45
A666955,No Name,Adoption,Dog,9,Hybrid,Black,Female,Neutered,2013,11,15,11,13
A679172,Has Name,Adoption,Cat,9,Hybrid,Brown,Male,Neutered,2014,5,23,17,46
A710690,Has Name,Transfer,Cat,4,Hybrid,Brown,Female,Intact,2015,8,29,14,17
A692385,Has Name,Adoption,Cat,9,Hybrid,Black,Female,Neutered,2014,11,24,18,50
A691408,Has Name,Return_to_owner,Dog,468,Hybrid,White,Male,Neutered,2014,11,13,17,29
A693097,Has Name,Transfer,Cat,22,Hybrid,Blue,Male,Neutered,2014,12,19,11,22
A706414,Has Name,Transfer,Dog,27,Hybrid,Black,Male,Intact,2015,6,29,11,51
A668488,No Name,Transfer,Cat,13,Hybrid,Blue,Female,Unknown,2013,12,6,17,25
A702974,No Name,Transfer,Cat,3,Hybrid,Blue,Female,Unknown,2015,5,19,18,49
A701285,No Name,Transfer,Cat,2,Hybrid,White,Male,Intact,2015,4,27,13,33
A666400,Has Name,Adoption,Dog,416,Purebred,Black,Female,Neutered,2014,1,29,13,20
A675115,No Name,Adoption,Cat,22,Hybrid,Torbie,Female,Neutered,2014,3,24,17,25
A682024,Has Name,Adoption,Cat,9,Hybrid,Black,Male,Intact,2014,7,12,17,34
A683319,Has Name,Adoption,Dog,4,Hybrid,Tan,Male,Neutered,2014,8,21,7,39
A680130,Has Name,Adoption,Cat,156,Hybrid,Black,Female,Neutered,2014,6,24,12,58
A697104,Has Name,Adoption,Dog,52,Hybrid,White,Male,Neutered,2015,3,15,11,20
A669562,Has Name,Adoption,Dog,13,Hybrid,Brown,Male,Intact,2014,1,1,16,41
A711073,Has Name,Adoption,Cat,13,Hybrid,White,Male,Neutered,2015,9,12,18,39
A681417,Has Name,Transfer,Dog,676,Hybrid,Gray,Male,Neutered,2014,7,3,16,0
A713892,Has Name,Transfer,Cat,13,Hybrid,Black,Male,Intact,2015,12,23,13,44
A705481,Has Name,Transfer,Dog,104,Hybrid,Yellow,Female,Intact,2015,7,2,10,15
A701141,Has Name,Transfer,Cat,2,Hybrid,Black,Male,Intact,2015,4,29,12,59
A706185,No Name,Transfer,Cat,52,Hybrid,Black,Male,Intact,2015,6,26,9,0
A666646,No Name,Transfer,Dog,4,Hybrid,Black,Female,Intact,2013,11,10,16,44
A688107,Has Name,Adoption,Dog,104,Hybrid,Tan,Male,Neutered,2014,11,29,11,49
A682465,No Name,Transfer,Cat,0,Hybrid,Black,Female,Intact,2014,6,28,13,32
A521865,Has Name,Return_to_owner,Dog,364,Hybrid,Black,Male,Neutered,2014,6,2,12,53
A711281,Has Name,Return_to_owner,Cat,27,Hybrid,Brown,Male,Neutered,2015,9,5,11,7
A719604,No Name,Transfer,Cat,104,Hybrid,Cream,Male,Neutered,2016,1,29,18,16
A664481,Has Name,Adoption,Dog,9,Hybrid,Black,Male,Neutered,2013,10,6,17,18
A433746,Has Name,Transfer,Dog,468,Hybrid,White,Female,Neutered,2015,11,4,0,0
A715846,No Name,Transfer,Cat,156,Hybrid,Brown,Male,Intact,2015,11,15,19,25
A706493,No Name,Transfer,Cat,104,Hybrid,Black,Female,Unknown,2015,6,30,9,0
A662805,Has Name,Adoption,Cat,13,Hybrid,Brown,Male,Neutered,2013,10,25,17,55
A670400,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Female,Neutered,2014,1,18,11,9
A572003,Has Name,Return_to_owner,Dog,260,Hybrid,White,Male,Neutered,2015,12,26,18,26
A683187,No Name,Transfer,Cat,3,Hybrid,Blue,Female,Intact,2014,7,17,18,9
A702105,Has Name,Transfer,Dog,104,Hybrid,White,Male,Neutered,2015,5,26,0,0
A708040,Has Name,Adoption,Dog,260,Hybrid,Chocolate,Male,Neutered,2015,8,5,12,10
A689180,No Name,Adoption,Dog,4,Hybrid,Brown,Male,Neutered,2014,10,17,17,10
A664997,No Name,Transfer,Dog,1,Hybrid,Tricolor,Male,Intact,2013,10,15,13,31
A715744,Has Name,Died,Cat,4,Hybrid,Flame,Male,Intact,2015,11,15,9,5
A693894,Has Name,Return_to_owner,Dog,208,Hybrid,Black,Female,Neutered,2014,12,16,16,28
A705625,Has Name,Adoption,Dog,104,Hybrid,Brown,Male,Neutered,2015,7,11,13,27
A685771,Has Name,Return_to_owner,Dog,104,Hybrid,Chocolate,Female,Intact,2014,8,21,14,0
A675884,Has Name,Adoption,Dog,9,Hybrid,Black,Male,Neutered,2014,4,28,10,20
A670485,Has Name,Transfer,Dog,13,Hybrid,Buff,Male,Intact,2014,1,12,14,10
A693457,No Name,Euthanasia,Cat,520,Hybrid,Tortie,Female,Intact,2014,12,8,13,53
A698270,Has Name,Adoption,Dog,104,Hybrid,Brown,Female,Neutered,2015,5,26,17,57
A666110,Has Name,Adoption,Dog,104,Hybrid,Brown,Female,Neutered,2015,1,17,16,37
A673069,Has Name,Transfer,Dog,52,Hybrid,Blue,Female,Neutered,2014,5,2,19,11
A689158,Has Name,Transfer,Cat,4,Hybrid,Blue,Female,Intact,2014,10,7,16,8
A700169,Has Name,Return_to_owner,Dog,13,Hybrid,White,Female,Neutered,2015,4,9,15,47
A680030,No Name,Transfer,Dog,2,Hybrid,Brown,Male,Intact,2014,6,7,12,54
A714584,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Female,Neutered,2015,11,2,17,26
A711555,Has Name,Adoption,Dog,468,Purebred,Black,Female,Neutered,2015,10,18,19,22
A716753,Has Name,Adoption,Dog,104,Hybrid,White,Male,Neutered,2015,12,13,14,0
A712180,No Name,Transfer,Cat,1,Purebred,Brown,Male,Intact,2015,9,19,18,52
A703980,No Name,Transfer,Cat,4,Hybrid,Torbie,Female,Intact,2015,5,31,13,46
A679635,No Name,Transfer,Cat,13,Hybrid,Brown,Female,Unknown,2014,5,25,17,31
A615843,Has Name,Transfer,Dog,208,Hybrid,White,Female,Neutered,2013,10,29,16,1
A715839,No Name,Transfer,Cat,3,Hybrid,Black,Male,Intact,2015,11,11,11,36
A703302,No Name,Adoption,Dog,104,Hybrid,Tricolor,Male,Neutered,2015,5,26,18,13
A696755,Has Name,Adoption,Dog,52,Hybrid,Yellow,Female,Neutered,2016,1,9,17,52
A671729,Has Name,Transfer,Dog,52,Hybrid,Tricolor,Male,Neutered,2014,2,11,15,24
A686316,Has Name,Return_to_owner,Dog,364,Hybrid,White,Male,Neutered,2014,8,20,12,15
A705639,No Name,Transfer,Cat,1,Hybrid,Blue,Female,Unknown,2015,6,19,19,3
A664616,Has Name,Transfer,Dog,364,Hybrid,Black,Female,Intact,2013,10,10,17,8
A569218,Has Name,Return_to_owner,Dog,260,Hybrid,Black,Female,Neutered,2013,10,12,14,55
A682215,Has Name,Adoption,Cat,9,Hybrid,Black,Male,Neutered,2014,8,1,13,54
A694366,Has Name,Adoption,Dog,104,Hybrid,White,Female,Neutered,2014,12,28,17,26
A674687,Has Name,Transfer,Cat,18,Hybrid,Lilac,Male,Intact,2014,3,19,15,17
A707502,No Name,Transfer,Cat,2,Hybrid,Cream,Male,Intact,2015,7,14,12,15
A670906,Has Name,Adoption,Dog,9,Hybrid,Tan,Female,Neutered,2014,1,21,17,42
A602764,Has Name,Return_to_owner,Dog,260,Hybrid,White,Male,Neutered,2014,10,24,14,14
A685521,No Name,Adoption,Dog,45,Hybrid,White,Male,Neutered,2014,8,18,19,19
A647139,Has Name,Transfer,Cat,104,Hybrid,Blue,Female,Neutered,2015,5,31,0,0
A708531,No Name,Transfer,Dog,3,Hybrid,Brown,Male,Intact,2015,8,1,12,47
A718006,No Name,Return_to_owner,Dog,22,Hybrid,White,Male,Intact,2015,12,19,13,16
A692245,Has Name,Return_to_owner,Cat,104,Hybrid,Brown,Male,Neutered,2014,11,21,15,54
A692605,No Name,Transfer,Dog,31,Hybrid,Chocolate,Female,Neutered,2014,11,30,13,2
A660101,Has Name,Adoption,Cat,312,Hybrid,White,Female,Neutered,2014,1,5,17,18
A704776,Has Name,Return_to_owner,Dog,208,Hybrid,Tan,Male,Neutered,2015,6,18,12,1
A669641,Has Name,Return_to_owner,Dog,104,Hybrid,Tan,Male,Intact,2014,1,3,14,36
A706256,Has Name,Adoption,Dog,9,Hybrid,Tan,Male,Neutered,2015,7,2,17,40
A665354,Has Name,Transfer,Cat,4,Hybrid,Torbie,Female,Intact,2013,10,18,12,31
A522484,Has Name,Return_to_owner,Cat,260,Hybrid,Blue,Female,Neutered,2014,5,19,13,12
A671715,Has Name,Adoption,Dog,52,Hybrid,Blue,Male,Neutered,2014,3,30,16,15
A705870,Has Name,Euthanasia,Cat,9,Hybrid,Calico,Female,Intact,2015,7,15,11,41
A716590,Has Name,Transfer,Dog,52,Hybrid,Red,Female,Neutered,2015,12,20,0,0
A681149,Has Name,Transfer,Dog,104,Hybrid,Brown,Male,Intact,2014,6,19,15,1
A703933,Has Name,Return_to_owner,Dog,104,Hybrid,Brown,Female,Neutered,2015,5,31,11,10
A680166,No Name,Transfer,Cat,3,Hybrid,Black,Male,Intact,2014,5,30,14,38
A711045,Has Name,Transfer,Cat,104,Hybrid,Brown,Female,Intact,2015,9,13,12,27
A714037,Has Name,Return_to_owner,Dog,104,Hybrid,Buff,Female,Intact,2016,1,17,11,2
A677266,Has Name,Transfer,Dog,208,Hybrid,Chocolate,Female,Neutered,2014,4,26,12,44
A699050,Has Name,Return_to_owner,Dog,780,Purebred,White,Female,Neutered,2015,3,24,14,56
A688926,No Name,Transfer,Cat,4,Hybrid,Calico,Female,Intact,2014,9,26,14,50
A712181,No Name,Transfer,Cat,1,Purebred,Brown,Male,Intact,2015,9,19,18,53
A661314,Has Name,Adoption,Cat,104,Hybrid,White,Female,Neutered,2013,10,16,13,33
A650282,Has Name,Transfer,Dog,156,Hybrid,Brown,Female,Neutered,2014,9,13,16,50
A693347,Has Name,Return_to_owner,Cat,156,Hybrid,Black,Female,Neutered,2014,12,6,16,13
A708227,Has Name,Return_to_owner,Cat,208,Hybrid,Calico,Female,Neutered,2015,8,5,18,27
A688350,Has Name,Adoption,Dog,9,Hybrid,Cream,Female,Neutered,2014,9,24,18,26
A684649,Has Name,Return_to_owner,Cat,27,Hybrid,Orange,Male,Neutered,2014,11,25,17,54
A713825,Has Name,Adoption,Cat,13,Hybrid,Brown,Male,Neutered,2015,12,29,13,11
A699910,No Name,Transfer,Dog,18,Hybrid,Sable,Male,Intact,2015,4,8,12,24
A679105,Has Name,Return_to_owner,Dog,52,Hybrid,Apricot,Female,Neutered,2014,11,2,18,30
A713389,Has Name,Adoption,Dog,9,Hybrid,Black,Female,Neutered,2015,10,11,18,31
A689260,Has Name,Return_to_owner,Dog,260,Hybrid,Black,Male,Neutered,2014,10,22,14,21
A687239,Has Name,Adoption,Dog,36,Hybrid,Brown,Female,Neutered,2014,9,9,17,4
A689994,No Name,Adoption,Cat,9,Hybrid,Orange,Male,Neutered,2014,10,17,15,47
A712665,Has Name,Return_to_owner,Dog,52,Hybrid,Fawn,Male,Neutered,2015,11,17,18,26
A683342,No Name,Transfer,Cat,52,Hybrid,Cream,Female,Intact,2014,7,11,9,0
A699899,Has Name,Adoption,Cat,52,Hybrid,Black,Female,Neutered,2015,6,16,8,50
A692727,Has Name,Transfer,Cat,104,Hybrid,Brown,Male,Neutered,2014,12,4,12,25
A704869,Has Name,Transfer,Cat,104,Hybrid,Lynx,Female,Neutered,2015,6,15,15,38
A674344,Has Name,Transfer,Dog,31,Hybrid,Tan,Female,Neutered,2014,3,15,13,40
A701318,Has Name,Return_to_owner,Dog,104,Purebred,Fawn,Male,Neutered,2015,4,27,17,6
A705533,No Name,Transfer,Cat,4,Hybrid,Lynx,Female,Intact,2015,6,19,14,19
A640624,Has Name,Return_to_owner,Dog,156,Purebred,Black,Male,Neutered,2013,11,14,9,52
A666371,Has Name,Return_to_owner,Dog,104,Hybrid,White,Female,Neutered,2015,2,10,15,11
A690070,No Name,Transfer,Dog,624,Hybrid,Black,Female,Neutered,2014,10,16,13,26
A668905,No Name,Adoption,Dog,104,Hybrid,Red,Female,Neutered,2013,12,23,16,15
A694453,No Name,Adoption,Dog,9,Hybrid,Brown,Female,Neutered,2015,1,1,17,27
A713041,No Name,Adoption,Dog,52,Hybrid,White,Female,Neutered,2015,10,7,18,34
A717765,Has Name,Transfer,Dog,9,Hybrid,Brown,Male,Intact,2015,12,15,15,16
A677115,Has Name,Transfer,Dog,18,Purebred,Yellow,Female,Neutered,2014,5,6,12,57
A664280,Has Name,Return_to_owner,Dog,312,Hybrid,Apricot,Female,Neutered,2013,10,1,15,51
A510997,Has Name,Transfer,Cat,312,Hybrid,White,Male,Neutered,2014,3,30,15,44
A688252,Has Name,Adoption,Dog,416,Hybrid,White,Female,Neutered,2014,9,27,14,40
A703281,Has Name,Transfer,Cat,1,Hybrid,Black,Female,Unknown,2015,5,26,14,26
A604775,Has Name,Transfer,Dog,364,Hybrid,White,Female,Neutered,2014,1,2,12,10
A683112,No Name,Adoption,Cat,104,Hybrid,Black,Male,Neutered,2014,7,12,13,20
A648080,Has Name,Return_to_owner,Cat,156,Hybrid,Brown,Male,Neutered,2014,3,8,13,26
A712790,Has Name,Adoption,Cat,260,Hybrid,Blue,Male,Neutered,2015,10,26,15,40
A697243,Has Name,Return_to_owner,Dog,156,Hybrid,Brown,Male,Neutered,2015,2,20,17,17
A665922,Has Name,Transfer,Dog,572,Hybrid,Tricolor,Male,Neutered,2013,10,30,15,29
A622803,Has Name,Return_to_owner,Dog,156,Hybrid,Brown,Male,Neutered,2014,3,26,18,4
A699352,Has Name,Adoption,Dog,52,Hybrid,White,Male,Neutered,2015,4,6,11,44
A675427,No Name,Adoption,Dog,9,Hybrid,Tan,Male,Neutered,2014,4,3,17,7
A692190,Has Name,Euthanasia,Dog,312,Hybrid,Black,Male,Neutered,2015,4,23,18,36
A681880,Has Name,Transfer,Dog,9,Hybrid,Fawn,Female,Neutered,2014,6,22,17,20
A680450,No Name,Transfer,Cat,0,Hybrid,Blue,Male,Intact,2014,6,3,11,9
A718752,Has Name,Adoption,Dog,45,Hybrid,Tricolor,Male,Neutered,2016,1,12,16,21
A711705,No Name,Euthanasia,Cat,624,Hybrid,Black,Female,Neutered,2015,9,13,15,45
A686084,No Name,Adoption,Dog,52,Hybrid,Black,Female,Neutered,2014,8,22,18,25
A664485,Has Name,Transfer,Cat,9,Hybrid,Torbie,Female,Intact,2013,10,9,18,44
A697468,No Name,Transfer,Cat,36,Hybrid,Brown,Female,Unknown,2015,2,25,9,0
A681108,Has Name,Transfer,Cat,9,Hybrid,Blue,Male,Intact,2014,6,16,13,51
A679868,Has Name,Adoption,Dog,49,Hybrid,White,Female,Neutered,2014,12,6,13,39
A710384,No Name,Transfer,Dog,36,Hybrid,Black,Female,Intact,2015,8,27,14,26
A711591,Has Name,Transfer,Cat,4,Hybrid,Brown,Male,Intact,2015,9,21,15,55
A674242,No Name,Transfer,Cat,156,Hybrid,Orange,Male,Intact,2014,3,10,16,18
A717309,Has Name,Adoption,Cat,104,Hybrid,Orange,Male,Neutered,2016,1,2,17,13
A703679,No Name,Adoption,Cat,13,Hybrid,Brown,Male,Neutered,2015,8,26,19,3
A710309,Has Name,Adoption,Dog,104,Hybrid,White,Male,Neutered,2015,9,24,17,50
A677706,No Name,Transfer,Cat,4,Hybrid,Blue,Male,Intact,2014,4,28,14,53
A704111,No Name,Transfer,Cat,4,Hybrid,Black,Male,Intact,2015,6,5,14,25
A679090,Has Name,Return_to_owner,Dog,208,Hybrid,Red,Male,Neutered,2014,5,22,16,16
A708453,Has Name,Transfer,Dog,52,Purebred,Black,Male,Intact,2015,8,9,15,18
A689030,Has Name,Adoption,Cat,9,Hybrid,Black,Male,Neutered,2014,10,27,17,13
A694242,No Name,Adoption,Dog,36,Hybrid,Brown,Female,Neutered,2014,12,28,17,32
A699648,Has Name,Transfer,Dog,52,Hybrid,Brown,Male,Neutered,2015,6,30,13,9
A677140,Has Name,Adoption,Dog,104,Hybrid,Black,Female,Neutered,2014,6,27,17,9
A703237,No Name,Transfer,Dog,104,Hybrid,White,Male,Neutered,2015,5,24,12,24
A693703,Has Name,Adoption,Dog,22,Hybrid,Brown,Female,Neutered,2014,12,15,13,15
A673130,Has Name,Adoption,Dog,260,Purebred,White,Female,Neutered,2014,3,11,13,6
A711627,No Name,Euthanasia,Cat,4,Hybrid,Black,Male,Intact,2015,9,10,13,34
A666186,No Name,Euthanasia,Cat,104,Hybrid,Torbie,Female,Intact,2014,2,17,13,38
A716786,Has Name,Return_to_owner,Dog,52,Hybrid,White,Female,Neutered,2015,11,27,18,7
A697759,No Name,Died,Dog,52,Hybrid,Black,Female,Intact,2015,2,28,9,38
A705134,Has Name,Adoption,Cat,9,Hybrid,Black,Male,Neutered,2015,7,18,20,14
A667041,Has Name,Adoption,Dog,104,Hybrid,White,Female,Neutered,2014,2,3,12,45
A685480,Has Name,Adoption,Cat,13,Hybrid,Black,Female,Neutered,2014,8,16,13,51
A716119,No Name,Transfer,Cat,52,Hybrid,Black,Male,Intact,2015,11,18,19,28
A684158,No Name,Euthanasia,Cat,52,Hybrid,Orange,Male,Intact,2014,7,20,12,37
